GeneID	GSM1942104	GSM1942105	GSM1942106	GSM1942107	GSM1942108	GSM1942109
59067	0	0	0	0	0	0
100996941	0	1	0	0	0	0
166379	47	73	20	33	27	34
729338	0	0	0	0	0	0
2247	11	21	7	11	14	20
11162	29	38	14	23	19	25
166378	232	324	165	268	336	277
105377404	1	0	0	0	0	2
10252	5	6	8	16	15	12
100189197	1	2	0	0	1	0
107986311	0	1	0	0	0	0
105377405	0	0	0	0	0	0
285419	0	0	1	0	1	0
105377407	0	1	1	0	0	0
105377406	3	2	2	0	1	0
105377408	1	1	1	0	0	0
101927087	3	4	3	0	0	2
57182	1756	2592	1120	2128	1702	1715
79633	104	139	51	144	208	199
100302267	0	0	0	0	0	0
101927109	0	0	0	0	0	0
105377409	0	0	0	0	0	0
105377410	0	0	0	0	0	0
105377411	0	0	0	0	0	0
102724210	0	1	0	0	0	0
107986312	0	0	1	0	0	0
105377412	0	0	0	0	0	0
105377413	0	0	0	0	0	0
27152	37	40	18	65	71	62
83447	0	0	0	0	0	1
105377414	0	0	0	0	0	0
22824	179	253	133	288	292	234
10733	134	181	79	238	254	257
256471	243	385	151	172	160	147
80167	170	279	131	189	169	154
55132	205	344	177	281	293	232
10424	365	560	226	477	366	333
100507487	6	17	12	14	9	5
101927259	0	0	1	0	0	0
79960	186	272	123	291	268	272
132320	83	115	58	171	142	133
132321	16	21	8	29	30	22
105377416	0	0	0	0	0	0
105377417	0	0	0	0	0	0
101927282	0	0	0	0	0	0
107986313	0	0	0	0	0	0
105377418	0	0	0	0	0	0
105377420	0	0	0	0	0	0
105377422	0	0	0	0	0	0
105377423	0	0	0	0	0	0
105377424	0	0	0	0	0	0
101927305	0	0	0	0	0	0
105377425	2	3	1	0	0	1
105377428	0	0	0	0	0	0
107986236	0	0	0	0	0	0
104355285	0	0	0	0	0	0
105377431	0	1	0	0	0	0
105377432	0	3	0	0	0	0
101927359	4	10	2	4	1	1
57575	89	89	51	142	39	41
132430	6	9	4	16	17	13
105377434	0	0	0	0	0	0
105377436	0	0	0	0	0	0
105377438	0	0	0	0	0	0
105377437	0	0	0	0	0	0
105377439	0	0	0	0	0	0
100507528	0	0	0	0	0	0
105377441	0	0	0	0	0	0
729307	0	0	0	0	0	0
105377442	0	0	0	0	0	0
54510	1	1	1	0	0	0
105377443	0	1	0	0	0	0
101927414	0	0	0	0	0	0
107986314	0	0	0	0	0	0
105377444	0	0	0	0	0	0
105377445	0	0	0	0	0	0
107986315	0	0	0	0	0	0
105377447	0	0	0	0	0	0
641365	0	0	0	0	0	1
641364	8	9	6	9	17	12
23657	157	260	125	195	408	393
105377446	2	1	0	0	0	0
100874047	0	0	0	0	0	0
105377448	0	1	0	0	0	0
25819	90	158	80	101	212	190
1998	389	617	265	535	498	463
105379412	0	0	0	0	0	0
84709	1	3	2	0	0	1
4717	202	345	128	300	342	351
80155	607	965	431	628	915	920
105377449	5	7	6	12	12	9
107984036	32	65	34	40	36	37
83452	170	271	132	224	162	158
80854	1186	1890	901	1908	1969	1748
105377451	0	0	0	0	0	0
105377622	0	0	0	2	0	0
101927490	0	0	0	0	0	0
4258	117	189	67	171	163	150
55534	149	249	119	216	171	150
105377452	1	1	2	0	0	1
101927516	17	24	12	8	14	15
60592	416	580	259	418	265	262
100129858	0	0	2	1	1	2
1047	14	13	3	21	14	14
152586	0	1	0	0	0	0
255520	409	575	251	311	195	212
7350	1	4	2	3	2	5
23158	4751	7554	3539	5710	3151	2831
644962	50	77	36	42	41	37
57484	162	247	117	265	177	179
27309	194	303	125	236	256	237
100507639	0	0	0	0	0	0
105377456	0	0	0	0	0	0
3600	0	0	0	3	2	1
8821	3984	6017	2738	2917	2057	1898
101927613	19	28	16	9	6	9
105377457	24	33	6	9	14	11
107986194	0	0	1	0	1	0
105377623	3	1	0	2	1	1
84640	702	982	473	636	441	435
2549	272	427	252	370	326	371
100423017	0	0	0	0	1	1
100128055	71	84	46	65	53	53
8467	1718	2408	1083	1656	1578	1385
441046	6	10	4	3	13	7
166752	3	0	0	0	2	3
105377458	0	0	0	0	1	0
105377459	0	1	0	0	3	1
2996	12	14	9	17	11	12
101927636	0	0	0	0	0	0
2994	0	1	0	1	0	0
105377460	0	2	0	0	0	0
2993	0	0	0	0	0	0
107986317	0	0	0	0	0	0
105377461	0	0	0	0	0	0
105377462	0	0	0	0	0	0
646576	0	0	0	0	0	1
64399	6	5	2	3	3	6
10393	105	166	77	100	112	103
6059	886	1404	593	751	979	860
54726	654	1019	480	724	846	700
105377465	0	0	0	0	0	0
105377466	0	0	0	0	0	0
4086	72	106	41	79	96	105
101927659	3	8	1	1	5	1
104326058	8	13	4	12	10	15
285422	0	0	0	0	0	0
105377467	0	0	0	0	0	0
166785	47	69	34	42	37	44
646603	1	0	0	2	3	0
152485	3	0	0	2	2	1
105377468	1	0	0	0	0	0
105377469	0	0	0	0	0	0
100505545	0	0	0	0	0	0
105377470	0	0	0	0	0	0
11157	73	97	41	90	104	114
345051	0	0	0	0	0	0
84068	38	78	27	61	78	71
105377472	3	0	0	2	2	1
102465837	0	0	0	0	0	0
5458	0	0	0	0	0	0
83894	0	0	0	0	0	0
105377474	0	0	0	0	0	0
105377473	0	0	0	0	0	0
105377475	0	0	0	0	0	0
105377476	0	0	0	0	0	0
100313938	0	0	0	0	0	0
1909	10	11	8	13	14	7
105377478	0	2	2	1	4	0
105377477	1	5	1	2	3	3
55751	849	1263	563	618	512	500
90826	289	470	220	252	205	172
79658	267	442	169	391	369	330
100616246	0	0	0	0	0	1
4306	15	30	11	23	14	14
102724672	0	0	0	1	0	0
107986195	1	0	1	0	0	0
105377483	0	1	0	0	0	0
105377481	0	0	0	0	0	0
105377480	0	0	0	0	0	0
107986319	0	1	0	0	0	0
101927849	0	0	0	0	0	0
107986320	0	0	0	0	0	0
285423	0	0	1	0	1	0
105377479	0	0	0	0	0	0
166614	2	3	2	1	0	2
987	2279	3353	1520	2363	2020	1895
729558	7	14	12	9	10	10
10586	9	22	6	10	11	5
6189	7742	10640	4486	10767	12683	11929
114655	4	4	0	1	2	3
8944	4	9	4	5	6	8
152503	272	374	193	320	303	307
107986196	18	27	6	15	16	19
105377485	1	3	1	3	2	3
345062	8	2	2	2	6	5
105377486	15	26	15	29	27	13
729830	295	523	211	423	366	351
5188	63	84	35	90	106	101
107986197	5	8	5	4	8	8
105377488	0	0	0	0	0	0
102724700	0	0	0	0	0	0
100505685	0	0	0	0	0	0
100996286	0	0	0	0	0	0
105377490	0	0	0	0	0	0
105377489	0	0	0	0	0	0
105377492	0	1	1	1	0	0
55294	294	428	190	337	342	302
102191832	5	12	10	5	10	6
100422896	2	0	1	1	0	1
54553	62	108	39	30	40	27
100616193	1	3	0	0	0	1
201799	254	380	190	273	223	181
105377495	0	0	0	0	0	1
201798	5	1	4	4	1	0
27236	466	689	318	543	455	380
729870	3	5	0	4	4	3
85462	75	118	60	133	156	142
23321	97	145	66	177	129	115
105377496	0	3	0	0	1	0
303	68	90	32	67	122	79
84057	12	15	2	34	57	63
23240	224	349	149	222	295	282
105377498	0	1	2	1	1	3
100419170	1	0	0	1	0	1
7097	105	169	90	123	70	61
285533	3	2	2	0	0	0
105377499	0	1	0	0	0	0
6423	0	0	0	0	0	0
101927947	0	0	0	0	0	0
54798	0	0	1	0	0	0
5356	319	498	191	308	363	321
2244	0	0	0	0	0	0
2243	0	0	0	0	0	0
2266	0	0	0	0	1	0
9227	6	3	4	9	5	1
105377500	0	0	0	0	0	0
166863	0	0	0	1	0	0
105377501	0	0	0	0	0	0
4887	0	0	0	0	0	0
107986321	0	0	0	0	0	0
105377502	0	0	0	0	0	0
79884	188	263	111	98	84	75
102724776	6	8	3	3	5	5
105377503	0	0	0	0	0	0
105377505	0	0	0	0	0	0
105377504	0	0	0	0	0	0
2982	22	35	15	47	36	34
107984032	0	0	0	0	0	0
105377506	0	0	0	0	0	0
2983	10	14	6	6	19	10
51802	3	0	0	0	2	0
105377507	0	3	1	0	1	0
6999	1	3	0	0	0	2
1519	23	34	20	47	21	14
102724785	0	0	0	0	0	0
105377508	0	0	0	0	0	0
107986322	0	0	0	0	0	0
56034	6	4	3	18	11	11
2743	4	9	1	10	15	5
2891	1	1	1	1	0	0
112268471	0	1	1	1	0	0
107986238	0	1	0	2	0	0
340017	0	4	0	0	2	0
105377509	3	4	1	7	2	1
51313	347	496	251	446	236	178
285505	60	106	50	99	65	63
101928007	39	30	27	20	27	21
55314	85	117	72	108	96	85
105377510	0	1	0	0	0	0
59350	0	0	0	0	1	0
201725	96	118	59	144	161	154
2110	105	141	68	106	127	123
5481	196	293	124	184	178	175
57600	176	263	125	374	231	237
152940	1	0	1	1	3	0
9693	301	550	252	435	430	398
100500881	0	0	0	0	1	0
100616303	0	0	0	0	1	0
107986324	0	3	2	1	0	0
105379457	0	0	0	0	0	0
109729132	1	0	0	0	0	0
107986239	0	1	0	0	0	1
105377512	2	0	1	0	0	0
105377513	0	1	0	0	0	0
105377514	0	0	0	1	0	0
105377515	0	0	0	0	0	0
56884	1	3	1	1	3	0
101928052	0	0	0	0	0	0
105377516	0	0	0	0	0	0
100616234	0	0	0	0	0	0
92345	106	150	77	130	144	155
101928081	5	7	3	3	2	2
105377517	0	0	0	0	0	0
4886	6529	10036	4561	5779	965	908
4889	150	228	128	129	26	14
84076	1	4	0	2	4	1
55319	227	386	155	315	294	224
55016	86	156	90	67	76	74
107986325	1	0	0	1	1	1
23520	1	1	3	3	1	3
100505989	0	0	1	1	0	0
100506013	0	0	0	0	0	0
391712	0	1	0	0	0	0
152756	26	42	21	4	15	15
166655	0	0	0	0	0	0
201931	403	563	282	396	383	345
11275	102	142	72	123	108	99
2713	0	3	0	1	1	2
6307	565	802	425	1071	719	705
105377519	0	0	0	0	0	0
1363	633	959	462	622	578	568
693163	1	0	0	0	0	0
105377520	0	0	0	0	0	0
101928151	0	0	0	0	0	0
101928131	0	0	0	0	0	0
105377521	0	0	0	0	0	0
7092	0	0	1	0	0	0
50859	0	0	1	0	0	0
105377523	0	0	0	0	0	0
11199	0	0	0	0	0	0
105377524	0	0	0	0	0	0
55601	26	27	13	22	35	41
91351	31	41	25	68	52	45
107986198	0	0	0	0	0	0
23022	717	1056	494	1268	1063	1005
107986199	0	1	0	1	1	0
102723331	15	36	18	14	25	34
84869	299	480	206	334	302	279
107986200	0	0	3	0	2	0
105377527	2	3	2	6	2	6
57630	225	389	130	238	242	211
105377529	0	0	0	0	0	0
4750	91	139	59	120	117	120
1182	731	1014	459	754	604	606
54969	48	50	29	65	68	63
107986240	0	0	0	0	0	1
105377530	0	0	0	0	0	0
100506085	2	0	0	0	0	0
9848	35	93	36	25	33	33
51166	30	56	31	28	40	35
107986326	2	10	3	1	4	1
101928223	0	3	0	0	0	0
107986241	0	0	0	0	0	0
100506107	0	0	0	0	0	0
100506122	0	0	0	0	0	0
102466953	0	0	0	0	0	0
105377534	0	0	0	0	0	0
101928288	0	0	1	0	0	0
105377535	0	0	0	0	0	0
105377536	0	0	0	0	0	0
441052	2	1	1	1	2	0
442117	13	19	15	7	8	5
105377537	1	0	0	0	0	0
101928314	0	5	0	0	0	1
107986201	1	0	0	0	0	0
101930370	12	12	10	12	16	9
51809	372	544	251	385	521	453
100422849	0	0	0	0	0	0
3148	331	487	198	1314	1346	1186
105377541	0	0	0	5	2	3
105377540	2	9	4	9	8	9
8819	42	75	43	115	106	98
101928383	8	7	4	6	10	13
11341	7	14	8	5	10	5
112268474	5	8	7	6	12	14
112267917	0	0	1	1	0	0
101928409	0	0	0	0	0	0
9464	0	0	1	0	0	0
79804	0	0	1	1	0	0
107986203	1	3	0	3	4	1
101928478	0	0	0	1	1	0
105377543	4	2	1	1	4	2
105377544	2	3	2	0	0	0
105377546	2	0	0	0	1	0
107986204	0	0	0	0	2	0
101928509	0	0	0	0	1	0
26269	123	152	71	162	109	86
80817	80	110	56	127	99	96
105377547	0	0	0	0	0	0
100423042	0	0	0	0	0	0
3248	54	58	26	92	28	30
105377548	1	1	2	2	2	0
105377549	0	0	0	0	0	0
105377551	0	2	0	2	3	3
8001	149	200	110	479	507	466
101928551	3	1	1	4	5	6
11086	2	0	0	3	1	1
105377552	0	0	0	0	0	0
2823	0	0	0	10	1	2
101928590	0	0	0	0	1	0
107984113	0	0	0	0	0	0
116966	37	55	23	60	55	38
132851	0	0	1	0	0	0
140458	0	1	0	0	0	0
60559	1434	1983	874	1787	1254	1257
105377555	0	0	1	0	0	1
7424	8	20	3	16	21	19
105377556	0	0	0	0	0	0
105377557	0	0	0	0	0	0
55247	12	23	13	86	87	73
105377558	1	0	0	5	11	9
175	108	164	82	173	135	155
285500	3	3	1	8	5	6
105377559	0	0	0	0	0	0
285501	0	0	0	0	0	1
105377560	0	0	0	0	0	0
101928656	0	0	0	0	0	0
105377561	0	0	0	0	1	0
105377562	0	0	0	0	0	0
105377563	0	0	0	0	0	0
105377564	2	7	1	6	1	5
105377567	77	118	58	85	88	84
105377565	0	0	0	0	3	0
105377568	0	0	0	0	0	0
728081	0	0	0	0	0	0
101928679	0	0	0	0	0	0
107986205	0	0	0	0	0	0
55714	1246	1940	930	1187	776	786
105377573	0	1	0	0	0	0
90768	95	144	93	106	106	97
100302270	1	1	0	0	0	0
105377572	18	22	11	20	17	12
105377571	22	21	15	11	15	10
105377576	8	10	6	6	6	4
1635	299	463	186	313	291	306
105377577	0	0	0	0	0	0
107986327	0	0	0	0	0	0
112268472	0	0	0	0	0	0
107986328	0	0	0	0	0	0
403315	0	0	0	0	0	0
105377578	0	0	0	0	0	0
152641	3	5	3	4	4	4
80014	395	705	246	234	321	270
101928734	1	0	1	0	2	0
53842	10	16	11	7	11	7
100132463	2	2	0	2	1	0
107986217	0	0	1	2	0	1
55602	202	279	124	142	90	89
389247	1	3	2	2	1	2
3622	71	107	58	110	53	59
101929996	0	0	0	0	0	0
105377579	0	0	0	0	0	0
105377580	0	0	1	0	0	0
107986329	0	0	0	0	0	0
201965	142	200	93	107	106	106
60684	282	428	201	365	332	316
105377581	0	1	1	1	0	2
56977	75	117	51	117	86	92
107986330	0	1	0	0	1	0
133121	0	0	0	0	0	0
105377582	0	0	0	0	0	0
105377584	0	0	0	0	0	0
728175	1	0	0	0	0	1
107986332	0	0	0	0	0	0
102723766	0	0	0	0	0	0
3660	109	115	66	141	140	130
105377585	2	0	2	1	0	0
105377586	2	1	0	0	0	0
836	83	131	61	78	77	78
201973	44	82	34	88	53	57
79682	100	120	45	350	352	325
2180	388	568	275	579	480	475
643036	0	1	0	1	0	0
105377587	0	0	0	0	0	0
731424	0	0	0	0	0	0
100500818	0	0	0	0	0	0
100506229	0	0	0	0	0	0
100616111	0	0	0	0	0	0
107986333	0	0	0	0	0	0
391723	0	0	0	0	0	0
101928877	0	0	0	0	0	0
105377588	0	0	0	0	0	0
291	148	221	102	222	189	155
57587	352	528	259	391	302	284
83891	90	156	68	119	99	94
55805	21	25	16	16	18	9
107986206	0	3	3	3	1	2
353322	12	17	8	11	9	8
55325	111	178	65	124	110	120
441054	2	2	2	1	3	2
256309	1	1	3	2	7	12
105377590	0	0	0	1	2	1
27295	2	1	2	10	7	11
8470	0	1	0	5	1	0
101928929	0	0	0	0	0	0
7098	0	0	0	1	0	1
25854	1	2	0	9	9	16
651430	3	0	4	3	1	1
285440	68	82	37	72	44	43
3818	0	0	2	2	0	0
2160	0	0	0	0	0	0
285441	1	1	0	0	1	0
105377596	1	3	0	0	1	0
4543	0	0	0	0	0	2
2195	1909	3174	1353	1583	1884	1762
107986334	13	34	12	7	10	11
102723906	0	0	0	0	0	0
105377599	0	0	0	0	0	0
105377600	0	0	0	0	0	0
107986335	0	0	0	0	0	0
339975	0	0	0	0	0	0
105377602	0	0	0	0	0	0
102723920	0	0	0	0	0	0
100506272	0	0	0	0	0	0
105377604	0	0	0	0	0	0
105377603	0	0	0	0	0	0
107983963	0	0	0	0	0	0
132625	0	1	0	0	2	0
205860	1	0	0	1	0	1
107986337	0	0	0	0	0	0
339976	0	0	0	0	0	0
105377606	0	0	0	0	0	0
105377607	0	1	0	0	0	0
105377608	0	0	0	0	0	0
105377609	0	0	0	0	0	0
401164	0	0	0	0	0	0
101930028	0	0	0	0	0	0
105377610	0	0	0	0	0	0
105377611	0	0	0	0	0	0
105377612	0	0	0	0	0	0
105377613	0	0	0	0	0	0
105377614	0	0	0	0	0	0
105377615	0	0	0	0	0	0
101928971	0	0	0	0	0	0
105377616	0	0	2	1	0	0
728339	2	7	5	5	3	4
105377619	0	0	0	1	0	0
105377617	0	0	0	0	0	0
2483	131	183	92	148	119	101
448831	1	0	0	0	0	0
100419743	2	0	0	0	0	0
107986338	1	0	0	0	1	1
100288687	0	0	0	0	0	0
100874392	5	8	4	2	3	2
105374602	0	0	0	0	0	0
153478	260	421	201	96	33	42
107986394	0	3	1	0	0	0
389257	9	3	3	3	2	3
133957	502	671	299	358	277	284
6389	1455	2408	1022	1611	2085	1997
102467073	3	9	1	3	3	1
10016	1432	2198	962	1290	1188	1115
57491	157	209	100	106	82	79
116349	73	118	45	68	56	50
11336	698	1204	520	789	779	731
6550	217	381	165	204	182	195
25845	134	218	89	119	116	120
100288152	80	151	65	55	54	34
107986395	0	0	0	0	0	0
100616381	0	0	0	0	0	0
105374606	0	0	0	0	0	0
105374607	0	0	0	0	0	0
105374608	1	3	0	0	2	3
100996325	0	1	0	0	1	0
55722	245	351	210	230	328	325
11076	28	64	29	28	45	57
101929898	8	17	12	8	13	4
653082	38	51	22	13	19	20
101928768	12	26	11	12	18	13
79844	92	156	61	42	63	52
65980	533	815	380	372	418	402
9319	107	215	108	289	533	518
100506688	0	0	0	0	2	0
85409	43	50	24	25	33	21
10723	401	740	285	307	308	307
100616479	0	2	0	0	0	1
105374612	3	5	1	0	2	4
107986396	15	20	6	3	3	5
101928857	0	1	0	0	0	0
340024	2	4	1	5	6	5
348932	0	0	0	0	0	0
7015	0	0	0	0	7	5
100616235	1	0	0	0	0	0
81037	1384	2171	920	1154	1482	1330
100506791	0	0	0	1	0	0
6531	24	34	22	41	14	19
79888	3814	6004	2569	12222	6787	6496
102466103	1	1	1	0	7	2
107986397	15	17	9	52	12	20
728609	186	305	123	145	151	168
728613	106	197	72	82	83	62
105374614	0	0	0	0	0	0
100422966	0	0	0	0	0	0
101929003	6	25	8	6	4	7
64979	375	599	269	257	255	227
4726	356	544	238	377	451	462
101929034	0	0	0	0	0	0
50805	71	98	46	54	87	66
101929056	22	27	13	32	24	22
101929081	1	3	2	3	3	3
112267929	0	0	0	0	0	0
112267947	0	0	0	0	0	0
105374616	0	0	0	0	0	0
105374618	0	0	0	0	0	0
100506858	0	0	0	0	0	0
107986398	1	1	0	0	0	0
153572	579	865	419	521	352	368
101234261	0	0	0	0	0	0
153571	437	623	295	453	369	334
105374620	0	0	0	0	0	0
107983966	0	0	0	0	0	0
107984098	0	0	0	0	0	0
105374621	0	0	0	0	0	0
102467074	0	0	0	0	0	0
285577	0	0	0	0	0	0
105374624	0	0	0	0	0	0
102467075	0	0	0	0	0	0
79192	0	0	0	0	0	0
107986399	0	0	0	0	0	0
105374625	0	0	0	0	0	0
105374626	2	0	0	0	0	0
105374627	0	0	0	0	0	0
107986400	0	0	0	0	0	0
101929153	0	0	0	0	0	0
105374629	1	0	0	0	0	0
105374630	0	0	0	0	0	0
340094	0	0	0	0	0	0
105374631	0	0	0	0	0	0
101929176	0	0	0	0	0	0
170690	0	0	0	0	0	0
101929200	4	9	9	6	6	4
23379	1427	2217	1011	923	885	780
105374634	0	0	0	0	0	0
105374636	0	0	0	0	0	0
401172	0	0	0	0	0	0
84246	183	264	130	250	213	202
134111	30	59	39	31	24	26
105374639	2	6	6	1	7	5
255167	0	1	0	0	0	0
54888	1111	1825	797	816	1133	990
6715	111	199	92	195	252	222
100505625	0	1	0	0	2	0
11044	314	496	224	348	432	443
107986401	1	7	3	1	2	4
102724943	5	13	12	2	6	10
109729133	0	0	0	0	0	0
100422999	0	0	0	0	0	0
105374641	0	0	0	0	0	0
105374642	0	0	0	0	0	0
107986402	1	0	0	0	0	0
105374643	0	0	0	0	0	0
442132	0	0	0	0	0	0
105379638	0	0	0	0	0	0
101929261	0	0	0	0	0	0
105374645	0	0	0	0	0	0
105374644	0	0	0	0	0	0
107986403	0	0	0	0	0	0
108	0	0	0	0	0	0
105374646	0	0	0	0	0	0
134121	15	10	7	9	6	8
4552	365	612	273	301	313	317
79072	207	268	131	167	164	160
102723339	0	0	0	0	0	0
729506	0	0	0	0	0	0
100505738	31	45	18	23	21	19
100616142	1	0	0	0	0	0
105374647	0	0	0	0	0	0
101929307	0	0	0	0	0	0
101929284	0	0	0	0	0	0
9037	278	410	229	352	143	161
100616326	0	0	0	1	0	0
101929338	1	13	2	3	1	4
100505806	22	25	7	21	14	10
100113384	0	0	0	0	0	0
101929359	0	0	0	0	0	0
50834	0	0	0	0	0	0
285692	0	0	0	1	0	0
105374649	0	0	0	0	0	0
105374648	0	0	0	1	0	0
107986405	0	0	0	1	0	0
134145	337	449	193	193	196	170
22948	2821	4375	1905	3247	5030	4792
134147	438	625	323	689	578	590
105374651	1	0	0	2	0	0
101929977	57	70	33	48	48	49
10299	2970	4469	2088	2664	2209	2059
113218502	53	82	37	40	38	33
100505845	3	1	0	2	0	1
83853	4	3	3	4	3	5
105369214	0	0	0	1	0	0
102465138	0	0	0	0	0	0
101929412	0	0	1	0	0	0
389273	0	0	0	0	1	0
651746	5	14	2	2	10	7
1611	379	477	240	697	808	842
105374652	0	0	0	0	0	0
102723441	0	0	0	0	0	0
105374654	3	2	0	2	0	0
1501	325	487	230	384	319	289
105374656	0	0	0	1	0	0
105374655	0	0	0	0	0	0
404663	0	0	0	0	0	0
105374657	0	0	0	2	0	0
105374658	0	0	0	0	0	0
105374659	1	0	1	0	0	0
105374660	1	1	0	0	0	0
1767	42	78	23	47	45	46
7204	1915	2808	1325	1601	1954	1770
109623458	0	0	0	0	1	0
54491	59	53	24	23	41	38
106635684	13	24	11	23	23	25
90268	616	910	415	628	682	620
56172	118	169	99	205	173	153
100130744	22	35	20	21	19	15
100616271	0	0	0	1	0	0
105374661	0	0	0	0	0	0
107986376	0	0	0	0	0	0
101929454	0	0	0	0	0	0
23194	0	0	1	0	0	1
101929472	0	0	0	0	0	0
107986343	0	0	0	0	0	0
100126347	0	0	0	0	0	0
107986406	0	0	0	0	0	0
441061	0	0	0	3	2	3
107986407	0	0	0	1	0	0
105379640	0	0	0	0	0	0
401176	0	0	1	0	0	0
101929505	2	0	0	0	0	0
105374663	3	1	1	0	1	1
90441	445	648	265	487	526	448
54463	143	196	86	139	100	102
101929524	2	7	2	3	3	3
4651	220	382	152	443	486	484
285696	3	1	3	4	7	9
113218490	0	0	0	0	0	0
105374664	1	1	0	1	0	3
10409	802	1156	549	1061	1481	1390
401177	0	0	1	0	0	1
101929544	1	0	1	0	0	1
102723526	0	0	1	0	0	0
340096	0	0	0	0	0	0
391769	0	1	0	0	0	0
105374666	0	0	0	0	0	0
646241	0	0	0	0	0	0
105374668	0	0	0	0	0	0
107986408	4	10	7	14	8	13
105374669	0	0	0	0	0	0
1016	229	312	150	360	244	247
105374672	1	0	2	3	6	2
102725105	0	0	0	0	0	0
105374676	1	1	0	0	0	0
105374677	0	0	0	0	0	0
112267938	10	19	14	8	13	12
105374673	0	0	0	0	0	0
105374678	0	0	0	0	0	0
102723561	0	0	0	0	0	0
728411	163	228	125	174	165	158
105374685	0	0	0	0	0	0
1010	2	1	1	4	2	1
105374683	0	0	0	0	0	0
106635539	28	38	17	40	57	53
107986345	2	7	3	4	2	2
5369	0	0	0	0	0	0
105374682	0	0	0	0	0	0
105374681	0	0	0	0	0	0
101929617	0	1	0	0	0	2
105374686	0	0	0	0	0	0
105374687	0	0	0	0	0	0
105374688	0	0	0	0	0	0
56979	0	2	0	1	0	0
107986377	0	0	0	0	0	0
439936	0	0	0	0	0	0
105374689	0	0	0	0	0	0
1008	4	3	0	0	0	0
340107	0	0	0	0	0	0
105374694	0	1	1	3	0	0
105374693	0	0	0	0	0	1
1007	0	0	0	0	0	0
105374695	0	0	0	0	0	0
643401	16	20	12	1	5	1
105374696	0	0	0	0	0	0
105374698	0	0	0	0	0	0
105374701	0	0	0	0	0	0
107986409	0	0	0	0	0	0
729862	0	0	0	0	0	0
107986410	0	0	0	0	0	0
101929645	0	0	0	0	0	0
105374699	0	0	0	0	0	0
101929660	0	0	0	0	0	0
101929681	0	0	0	0	0	0
105374702	0	0	0	0	0	0
105374703	0	0	0	0	0	0
105374704	0	0	0	0	0	0
105374705	0	0	0	0	0	0
105374706	0	0	0	0	0	0
105374707	0	1	0	0	0	0
1004	0	0	0	0	0	0
105374709	0	0	0	0	0	0
29102	365	449	234	351	675	642
55322	238	360	182	263	272	250
23037	31	50	22	26	27	22
100422874	0	0	0	0	0	0
105374711	2	1	3	2	2	2
64083	960	1593	699	1264	1090	1054
54545	483	743	318	504	525	502
51663	1311	1968	812	993	1100	1037
693164	0	0	0	0	0	2
10923	950	1326	601	1005	953	1000
105374714	0	1	0	0	0	0
4883	34	34	17	72	55	37
340113	0	0	0	0	0	0
105374715	0	0	0	1	0	0
105374716	0	0	0	0	0	0
107986411	8	11	8	8	7	12
6897	1546	2262	961	1555	1902	1828
105374717	0	0	0	0	0	0
81792	6	10	2	7	2	2
51289	0	0	0	0	0	0
51151	0	0	1	0	0	0
23600	76	123	46	85	73	64
100534612	77	119	47	80	64	54
114899	99	151	65	91	69	56
646652	39	67	38	45	60	68
105374719	0	2	0	1	2	0
105374721	0	0	0	0	0	0
105374723	1	0	0	0	0	0
26064	112	181	66	79	115	92
101929704	22	23	12	16	11	11
153657	10	17	12	6	5	2
5810	321	511	200	341	338	306
55299	352	500	191	282	375	304
134218	641	983	429	571	494	435
64902	1	0	1	0	1	0
5618	4187	6234	3117	5458	2866	2675
79925	66	103	43	45	32	32
105374724	1	3	2	0	0	3
3575	0	0	0	0	0	0
133690	0	0	0	0	0	1
100506406	0	0	0	0	0	0
133688	0	0	0	0	0	0
167127	1	4	4	6	6	10
92255	464	627	301	466	356	324
693165	0	2	0	0	1	1
6502	145	194	85	188	236	231
133686	342	520	230	354	310	275
202151	4	5	1	6	4	1
6507	5	27	10	12	16	13
107986413	0	0	0	0	1	0
107986412	0	0	0	0	0	1
646719	220	325	147	197	232	192
25836	1672	2422	1114	1722	1538	1444
65250	534	778	377	428	341	298
105374727	4	3	3	4	2	5
9631	858	1319	634	1011	1332	1233
55100	245	330	154	232	271	233
2668	1	3	2	5	5	3
100861519	2	0	1	1	2	0
105374728	0	0	0	0	0	0
105374729	0	0	0	0	0	0
105374731	0	0	0	0	0	0
105374730	0	0	0	0	0	0
101929745	0	0	0	0	0	0
133584	1	0	0	0	0	2
100852408	0	0	0	0	0	0
100506475	0	0	0	0	0	0
105374732	0	0	0	0	0	0
3977	113	209	77	142	113	133
100506495	12	19	6	19	16	14
100500824	1	3	2	3	3	0
105374735	0	0	0	0	1	0
101929768	2	1	0	3	2	1
101926904	0	0	0	0	0	0
107986414	0	0	0	0	0	1
105374733	0	0	0	0	0	0
112267930	0	0	1	1	2	1
9180	160	255	103	259	333	327
253260	800	1152	564	744	562	508
2533	0	0	0	3	1	1
735	0	0	0	1	0	0
1601	14	20	9	58	32	33
112267931	0	0	0	0	0	0
101926940	0	0	0	0	0	0
102467077	0	0	0	0	0	0
105374736	0	0	0	0	0	0
105374737	0	0	0	0	0	0
5734	297	445	197	266	124	95
23548	97	140	65	107	64	55
5562	732	1101	534	607	519	510
6167	4597	6635	2681	5930	5180	4772
619564	5	6	6	4	4	6
84674	2	6	3	6	6	3
730	0	0	0	0	0	0
133558	0	0	0	0	0	0
105374739	0	0	0	0	0	0
729	0	2	0	1	0	0
